sentence,context,subject,verb,verb_pos,subject_number,verb_number,verb_form,verb_person,n_intervening,n_diff_intervening,distance,split_origin
"El líder de esta central , Hubertus Schmoldt , supeditó el apoyo de los trabajadores al compromiso de que los empleos en Alemania y Francia no se vean afectados por la concentración .","El líder de esta central , Hubertus Schmoldt , supeditó el apoyo de los trabajadores al compromiso de que los empleos en Alemania y Francia no se vean",empleos,vean,27,Plur,Plur,Fin,3,0,0,7,train
"El beneficio bruto conjunto , con cifras de 1997 , asciende a 543.000 millones de pesetas .","El beneficio bruto conjunto , con cifras de 1997 , asciende",beneficio,asciende,10,Sing,Sing,Fin,3,1,1,9,train
El presupuesto conjunto de investigación y desarrollo ( I + D ) de las dos divisiones fusionadas asciende a 429.000 millones de pesetas .,El presupuesto conjunto de investigación y desarrollo ( I + D ) de las dos divisiones fusionadas asciende,presupuesto,asciende,17,Sing,Sing,Fin,3,3,1,16,train
"El ministro de Hacienda de Brasil , Pedro Malan , afirmó ayer que el Gobierno tomará medidas para contener la especulación contra el real .","El ministro de Hacienda de Brasil , Pedro Malan , afirmó",ministro,afirmó,10,Sing,Sing,Fin,3,0,0,9,train
"La moneda brasileña se recuperó ayer alrededor del 10% frente al dólar en su mayor recuperación tras las últimas semanas de crisis , y cerró a 1,91 unidades por divisa de EEUU .",La moneda brasileña se recuperó,moneda,recuperó,4,Sing,Sing,Fin,3,0,0,3,train
"Desde el 13 de enero , el real se había devaluado más de un 50% y la fuga de dólares supera los 25.000 millones ( más de 3,6 billones de pesetas ) en los últimos cinco meses .","Desde el 13 de enero , el real se había devaluado más de un 50% y la fuga de dólares supera",fuga,supera,20,Sing,Sing,Fin,3,1,1,3,train
"El ministro expresó además que el precio del dólar bajará en la medida en que el Gobierno controle el déficit público , principal causa de la desconfianza y volatilidad del mercado brasileño .",El ministro expresó,ministro,expresó,2,Sing,Sing,Fin,3,0,0,1,train
"El ministro expresó además que el precio del dólar bajará en la medida en que el Gobierno controle el déficit público , principal causa de la desconfianza y volatilidad del mercado brasileño .",El ministro expresó además que el precio del dólar bajará,precio,bajará,9,Sing,Sing,Fin,3,0,0,3,train
Los mercados se vieron envueltos ayer por el optimismo por la posibilidad otorgada a los bancos de vender más dólares y las negociaciones con el FMI .,Los mercados se vieron,mercados,vieron,3,Plur,Plur,Fin,3,0,0,2,train
"El índice de la bolsa de Sao Paulo ( Bovespa ) cerró ayer con una subida del 8,80% y quedó en 8.891 puntos .",El índice de la bolsa de Sao Paulo ( Bovespa ) cerró,índice,cerró,11,Sing,Sing,Fin,3,1,0,10,train
"También el mercado de Río de Janeiro , cuyo índice es el IBV , subió un 6,60% y cerró a 30.049 puntos .","También el mercado de Río de Janeiro , cuyo índice es el IBV , subió",mercado,subió,14,Sing,Sing,Fin,3,1,0,12,train
"Mientras , el financiero norteamericano George Soros señaló ayer en el Foro Económico Mundial en Davos ( Suiza ) que el momento es oportuno para conceder nuevas ayudas de emergencia a Brasil .","Mientras , el financiero norteamericano George Soros señaló",financiero,señaló,7,Sing,Sing,Fin,3,0,0,4,train
""" Ahora es el momento de actuar para estabilizar la moneda y no creo que realmente quede mucho tiempo para hacerlo hacer lo "" , dijo Soros .",""" Ahora es el momento de actuar para estabilizar la moneda y no creo que realmente quede",tiempo,quede,16,Sing,Sing,Fin,3,0,0,2,train
El financiero justificó su análisis diciendo que la mayoría de las medidas fiscales pedidas a Brasil han sido tomadas y que el real está ahora infravalorado .,El financiero justificó,financiero,justificó,2,Sing,Sing,Fin,3,0,0,1,train
"Soros comentó que en Brasil "" todo lo que se podía hacer mal se hizo mal "" y calificó de "" desastrosa "" la decisión de elevar los tipos , apoyada por el FMI .","Soros comentó que en Brasil "" todo lo que se podía hacer mal se hizo",todo,hizo,14,Sing,Sing,Fin,3,0,0,8,train
"Así lo señaló el presidente del Ejecutivo , Massimo D'Alema , al presentar el proyecto de presupuestos públicos para el 2000 .",Así lo señaló,presidente,señaló,2,Sing,Sing,Fin,3,0,0,2,train
"La reducción de impuestos , que se concretará en un extenso decreto fiscal que será aprobado antes de fin de año , beneficiará sobre todo a las familias con ingresos inferiores a los 2.600.000 pesetas anuales .","La reducción de impuestos , que se concretará en un extenso decreto fiscal que será aprobado antes de fin de año , beneficiará",reducción,beneficiará,22,Sing,Sing,Fin,3,4,1,21,train
"Este colectivo verá como la tributación que soportan en el impuesto sobre la renta desciende una media de un punto , del 27% al 26% .",Este colectivo verá,colectivo,verá,2,Sing,Sing,Fin,3,0,0,1,train
"Este colectivo verá como la tributación que soportan en el impuesto sobre la renta desciende una media de un punto , del 27% al 26% .",Este colectivo verá como la tributación que soportan en el impuesto sobre la renta desciende,tributación,desciende,14,Sing,Sing,Fin,3,2,0,9,train
"Los recortes presupuestarios en la propia Administración italiana , así como un conjunto de medidas , que se han anunciado pero que todavía no se han concretado , completarán el programa de actuación dirigido a reducir los niveles de endeudamiento actuales .","Los recortes presupuestarios en la propia Administración italiana , así como un conjunto de medidas , que se han anunciado pero que todavía no se han concretado , completarán",recortes,completarán,28,Plur,Plur,Fin,3,2,1,27,train
"El proyecto "" permite cumplir con los objetivos del Pacto de Estabilidad presentado en la Unión Europea sin alarma ni sacrificio de los ciudadanos "" , subrayó D'Alema .","El proyecto "" permite",proyecto,permite,3,Sing,Sing,Fin,3,0,0,2,train
"El programa de Angel Casas cuenta con la colaboración de Andreu Buenafuente , que hace una versión del monólogo de Joan Capri El casament .",El programa de Angel Casas cuenta,programa,cuenta,5,Sing,Sing,Fin,3,0,0,4,train
Un repaso a las estadísticas revela que el descenso de la cifra total se debe a que han disminuido las asistencias técnicas que en 1999 se desbordaron por las revisiones de fachadas .,Un repaso a las estadísticas revela,repaso,revela,5,Sing,Sing,Fin,3,1,1,4,train
Un repaso a las estadísticas revela que el descenso de la cifra total se debe a que han disminuido las asistencias técnicas que en 1999 se desbordaron por las revisiones de fachadas .,Un repaso a las estadísticas revela que el descenso de la cifra total se debe,descenso,debe,14,Sing,Sing,Fin,3,1,0,6,train
Los actos vandálicos en la vía pública se mantienen con un ligero incremento y ya representan la mitad de los incendios que se producen en la ciudad .,Los actos vandálicos en la vía pública se mantienen,actos,mantienen,8,Plur,Plur,Fin,3,1,1,7,train
""" Los incendios provocados en contenedores , coches y motos se producen mayoritariamente las noches del fin de semana "" , explica el jefe de los bomberos , Jordi Murtra .",""" Los incendios provocados en contenedores , coches y motos se producen",incendios,producen,11,Plur,Plur,Fin,3,3,0,9,train
""" Los incendios provocados en contenedores , coches y motos se producen mayoritariamente las noches del fin de semana "" , explica el jefe de los bomberos , Jordi Murtra .",""" Los incendios provocados en contenedores , coches y motos se producen mayoritariamente las noches del fin de semana "" , explica",jefe,explica,21,Sing,Sing,Fin,3,0,0,2,train
"En el 2000 ardieron 1.078 contenedores y 493 vehículos en incendios provocados que , a juicio de Murtra , ya no pueden ser calificados de simples gamberradas .",En el 2000 ardieron,contenedores,ardieron,3,Plur,Plur,Fin,3,0,0,2,train
""" Además de cuantiosos daños económicos , estos incendios crean mucha alarma y situaciones de riesgo "" , apunta el jefe de bomberos .",""" Además de cuantiosos daños económicos , estos incendios crean",incendios,crean,9,Plur,Plur,Fin,3,0,0,1,train
""" Además de cuantiosos daños económicos , estos incendios crean mucha alarma y situaciones de riesgo "" , apunta el jefe de bomberos .",""" Además de cuantiosos daños económicos , estos incendios crean mucha alarma y situaciones de riesgo "" , apunta",jefe,apunta,18,Sing,Sing,Fin,3,0,0,2,train
Algunos de estos fuegos afectaron a persianas de viviendas .,Algunos de estos fuegos afectaron,Algunos,afectaron,4,Plur,Plur,Fin,3,1,0,4,train
En el mismo periodo se declararon 1.299 incendios en viviendas .,En el mismo periodo se declararon,incendios,declararon,5,Plur,Plur,Fin,3,0,0,2,train
"En tres de los siniestros se produjeron víctimas mortales : un pintor de la Rambla que vivía a pocos metros de la calle de Escudellers y se quedó dormido , y dos niños en sendas casas de Ciutat Vella .",En tres de los siniestros se produjeron,víctimas,produjeron,6,Plur,Plur,Fin,3,0,0,1,train
"Murtra destaca que en el 95% de los servicios , tanto incendios como salvamentos , los bomberos llegaron al lugar antes de 10 minutos .","Murtra destaca que en el 95% de los servicios , tanto incendios como salvamentos , los bomberos llegaron",bomberos,llegaron,17,Plur,Plur,Fin,3,0,0,1,train
"Por eso , el parque central de bomberos de la calle de Provença realizó el año pasado el mayor número de salidas : 7.586 .","Por eso , el parque central de bomberos de la calle de Provença realizó",parque,realizó,13,Sing,Sing,Fin,3,2,1,9,train
"Este parque , además , apoya al resto de cuartelillos ante un gran siniestro .","Este parque , además , apoya",parque,apoya,5,Sing,Sing,Fin,3,0,0,4,train
El colectivo de más de 400 profesores de Religión que trabaja en los centros públicos de Catalunya en los que se imparte la ESO y el Bachillerato - - los institutos de enseñanza secundaria ( IES ) - - pierde clientela a pasos agigantados .,El colectivo de más de 400 profesores de Religión que trabaja en los centros públicos de Catalunya en los que se imparte la ESO y el Bachillerato - - los institutos de enseñanza secundaria ( IES ) - - pierde,colectivo,pierde,39,Sing,Sing,Fin,3,4,3,38,train
"De esa cifra , al menos dos tercios renuncian , en la práctica , a su pretensión inicial ante la imposibilidad de hallarle hallar le un aposento en el horario que sea compatible con el resto de sus intereses , según fuentes docentes y eclesiásticas .","De esa cifra , al menos dos tercios renuncian",tercios,renuncian,8,Plur,Plur,Fin,3,0,0,1,train
"Sus males comenzaron a aflorar en 1999 , al tiempo que las disposiciones de la Conselleria d ' Ensenyament promovían el aumento del tiempo invertido en ampliar o reforzar los contenidos de Lengua y Literatura , Idioma Extranjero , Ciencias Sociales y Matemáticas .",Sus males comenzaron,males,comenzaron,2,Plur,Plur,Fin,3,0,0,1,train
"Sus males comenzaron a aflorar en 1999 , al tiempo que las disposiciones de la Conselleria d ' Ensenyament promovían el aumento del tiempo invertido en ampliar o reforzar los contenidos de Lengua y Literatura , Idioma Extranjero , Ciencias Sociales y Matemáticas .","Sus males comenzaron a aflorar en 1999 , al tiempo que las disposiciones de la Conselleria d ' Ensenyament promovían",disposiciones,promovían,19,Plur,Plur,Fin,3,0,0,7,train
"Paralelamente , la parte no común del currículo de la ESO quedaba reducida a la mitad .","Paralelamente , la parte no común del currículo de la ESO quedaba",parte,quedaba,11,Sing,Sing,Fin,3,1,0,8,train
El presidente tiene el valor de decir que quien cuestiona al entrenador es enemigo del Barça .,El presidente tiene,presidente,tiene,2,Sing,Sing,Fin,3,0,0,1,train
Y dice el hotelero que su amigo Charly no corre peligro .,Y dice,hotelero,dice,1,Sing,Sing,Fin,3,0,0,2,train
Y dice el hotelero que su amigo Charly no corre peligro .,Y dice el hotelero que su amigo Charly no corre,amigo,corre,9,Sing,Sing,Fin,3,0,0,3,train
"El equipo romano aprovechó su ventaja para controlar el partido , pero el conjunto holandés sorprendió en los minutos finales con dos goles del danés Tomasson en apenas seis minutos y cuando quedaban otros tantos para el final del encuentro dirigido por el español López Nieto .",El equipo romano aprovechó,equipo,aprovechó,3,Sing,Sing,Fin,3,0,0,2,train
"El equipo romano aprovechó su ventaja para controlar el partido , pero el conjunto holandés sorprendió en los minutos finales con dos goles del danés Tomasson en apenas seis minutos y cuando quedaban otros tantos para el final del encuentro dirigido por el español López Nieto .","El equipo romano aprovechó su ventaja para controlar el partido , pero el conjunto holandés sorprendió",conjunto,sorprendió,15,Sing,Sing,Fin,3,0,0,2,train
"El equipo romano aprovechó su ventaja para controlar el partido , pero el conjunto holandés sorprendió en los minutos finales con dos goles del danés Tomasson en apenas seis minutos y cuando quedaban otros tantos para el final del encuentro dirigido por el español López Nieto .","El equipo romano aprovechó su ventaja para controlar el partido , pero el conjunto holandés sorprendió en los minutos finales con dos goles del danés Tomasson en apenas seis minutos y cuando quedaban",tantos,quedaban,32,Plur,Plur,Fin,3,0,0,2,train
"El gol de Pires ( m . 16 ) redimió al Olympique de los males que le perseguían hasta ayer , tanto en la competición francesa como en esta segunda fase de la Liga de Campeones .",El gol de Pires ( m . 16 ) redimió,gol,redimió,9,Sing,Sing,Fin,3,0,0,8,train
"El equipo de Marsella , a pesar de las numerosas bajas , ganó su primer partido y mantiene vivas sus esperanzas .","El equipo de Marsella , a pesar de las numerosas bajas , ganó",equipo,ganó,12,Sing,Sing,Fin,3,0,0,11,train
Las autoridades francesas movilizaron a 700 agentes de policía para controlar el partido disputado en el estadio Velodrome .,Las autoridades francesas movilizaron,autoridades,movilizaron,3,Plur,Plur,Fin,3,0,0,2,train
"Las células de la médula ósea se acaban de revelar como una excelente fuente , menos conflictiva y más abundante que las células embrionarias , para fabricar a partir de ellas neuronas cerebrales , un tejido que no se regenera en caso de deterioro .",Las células de la médula ósea se acaban,células,acaban,7,Plur,Plur,Fin,3,1,1,6,train
"Según publica hoy la revista Science , investigadores del Instituto de Alteraciones Neurológicas ( NINDS ) y de la Universidad de Stanford , en EEUU , han logrado que el proceso de reconversión funcionara en trasplantes con ratones .",Según publica,revista,publica,1,Sing,Sing,Fin,3,0,0,3,train
"Según publica hoy la revista Science , investigadores del Instituto de Alteraciones Neurológicas ( NINDS ) y de la Universidad de Stanford , en EEUU , han logrado que el proceso de reconversión funcionara en trasplantes con ratones .","Según publica hoy la revista Science , investigadores del Instituto de Alteraciones Neurológicas ( NINDS ) y de la Universidad de Stanford , en EEUU , han logrado que el proceso de reconversión funcionara",proceso,funcionara,33,Sing,Sing,Fin,3,1,0,3,train
Los autores confían en la médula como fuente potencial para tratar en humanos el Parkinson y otras alteraciones neurológicas .,Los autores confían,autores,confían,2,Plur,Plur,Fin,3,0,0,1,train
"En el primer estudio , dirigido por Eva Mezey ( NINDS ) , se inyectaron células de la médula de ratones machos normales en hembras recién nacidas que no tenían glóbulos blancos propios .","En el primer estudio , dirigido por Eva Mezey ( NINDS ) , se inyectaron",células,inyectaron,14,Plur,Plur,Fin,3,0,0,1,train
"Cuatro meses después del trasplante , se encontró un notable número de células neuronales en distintas regiones del cerebro que descendían de las células trasplantadas .","Cuatro meses después del trasplante , se encontró",número,encontró,7,Sing,Sing,Fin,3,0,0,3,train
Esto indica que las stem cells de otras partes del organismo pueden llegar al cerebro y especializarse especializar se como si fueran células neuronales .,Esto indica,Esto,indica,1,Sing,Sing,Fin,3,0,0,1,train
"Las células no sólo migraban hacia diferentes regiones del cerebro , sino que algunas desarrollaban fibras y empezaban a funcionar como células nativas .",Las células no sólo migraban,células,migraban,4,Plur,Plur,Fin,3,0,0,3,train
"Las células no sólo migraban hacia diferentes regiones del cerebro , sino que algunas desarrollaban fibras y empezaban a funcionar como células nativas .","Las células no sólo migraban hacia diferentes regiones del cerebro , sino que algunas desarrollaban",algunas,desarrollaban,14,Plur,Plur,Fin,3,0,0,1,train
""" Este tribunal cree que la prisión les causará un daño difícil de superar "" .",""" Este tribunal cree",tribunal,cree,3,Sing,Sing,Fin,3,0,0,1,train
""" Este tribunal cree que la prisión les causará un daño difícil de superar "" .",""" Este tribunal cree que la prisión les causará",prisión,causará,8,Sing,Sing,Fin,3,0,0,2,train
"La sentencia considera probado que , a finales de septiembre de 1998 , los jóvenes se encontraron 25 kilos de cocaína en la playa Fonda de Begur , donde residen .",La sentencia considera,sentencia,considera,2,Sing,Sing,Fin,3,0,0,1,train
"La sentencia considera probado que , a finales de septiembre de 1998 , los jóvenes se encontraron 25 kilos de cocaína en la playa Fonda de Begur , donde residen .","La sentencia considera probado que , a finales de septiembre de 1998 , los jóvenes se encontraron",jóvenes,encontraron,16,Plur,Plur,Fin,3,0,0,2,train
"El tribunal justifica su acción "" ya que por azar se encontraron en una situación que creyeron afortunada "" .",El tribunal justifica,tribunal,justifica,2,Sing,Sing,Fin,3,0,0,1,train
"El nuevo mercado de Santa Caterina , en Ciutat Vella , tendrá una gran cubierta decorada con azulejos estampados con frutas y verduras que se verá a vista de pájaro .","El nuevo mercado de Santa Caterina , en Ciutat Vella , tendrá",mercado,tendrá,11,Sing,Sing,Fin,3,0,0,9,train
"Además , se construirán dos bloques de pisos para ancianos y un museo arqueológico que integrará en una cripta los restos hallados en el subsuelo de Santa Caterina .","Además , se construirán",bloques,construirán,3,Plur,Plur,Fin,3,0,0,2,train
"La cubierta sólo se sostendrá mediante jácenas de hierro en los laterales del mercado y con cuatro pilares metálicos que evocarán la forma de árboles en la fachada principal , que da a la avenida de Cambó .",La cubierta sólo se sostendrá,cubierta,sostendrá,4,Sing,Sing,Fin,3,0,0,3,train
"Así , el interior del mercado se convertirá en un espacio libre de interferencias visuales con un techo que parecerá flotar .","Así , el interior del mercado se convertirá",interior,convertirá,7,Sing,Sing,Fin,3,1,0,4,train
Esta techumbre se encajará pieza a pieza .,Esta techumbre se encajará,techumbre,encajará,3,Sing,Sing,Fin,3,0,0,2,train
"El revestimiento exterior de la cubierta será de azulejos hexagonales con formas de vegetales estampados , con lo que desde el aire y desde las casas vecinas más altas se verá una especie de frutero gigante .","El revestimiento exterior de la cubierta será de azulejos hexagonales con formas de vegetales estampados , con lo que desde el aire y desde las casas vecinas más altas se verá",especie,verá,30,Sing,Sing,Fin,3,0,0,2,train
"El equipo de Tagliabue ha hecho pruebas con judías verdes , tomates y naranjas e incluso nubes , pero al final prosperará la idea de varias frutas estampadas y difuminadas entre la cerámica de los azulejos .","El equipo de Tagliabue ha hecho pruebas con judías verdes , tomates y naranjas e incluso nubes , pero al final prosperará",idea,prosperará,21,Sing,Sing,Fin,3,0,0,2,train
"La fachada trasera del mercado , contigua a los dos bloques de viviendas para ancianos , formará una pequeña plaza , la plaza de las payesas , adornada con un friso de estructura metálica y celosías de madera .","La fachada trasera del mercado , contigua a los dos bloques de viviendas para ancianos , formará",fachada,formará,16,Sing,Sing,Fin,3,4,3,15,train
"En el muro que dará a la calle de Colomines , la arquitecta proyecta incrustar algunas de las piedras halladas en el subsuelo y formar con ellas las palabras Santa Caterina .","En el muro que dará a la calle de Colomines , la arquitecta proyecta",arquitecta,proyecta,13,Sing,Sing,Fin,3,0,0,1,train
"Tagliabue afirma que este nuevo mercado "" interesará no sólo a los vecinos sino también a quienes se preocupan por la cultura gastronómica y quieren encontrar productos selectos "" .","Tagliabue afirma que este nuevo mercado "" interesará",mercado,interesará,7,Sing,Sing,Fin,3,0,0,2,train
"Si sus compañeros lo celebraban como locos , el base no olvidaba a su gente , mientras lanzaba besos al público .",Si sus compañeros lo celebraban,compañeros,celebraban,4,Plur,Plur,Fin,3,0,0,2,train
"Si sus compañeros lo celebraban como locos , el base no olvidaba a su gente , mientras lanzaba besos al público .","Si sus compañeros lo celebraban como locos , el base no olvidaba",base,olvidaba,11,Sing,Sing,Fin,3,0,0,2,train
"Sasha vivió una celebración particular , mientras sus compañeros se bañaban en cava poco antes de recibir la copa de manos de Ernesto Segura de Luna , presidente de la Federación Española .","Sasha vivió una celebración particular , mientras sus compañeros se bañaban",compañeros,bañaban,10,Plur,Plur,Fin,3,0,0,2,train
""" La gente ha vuelto a ganar "" , reconoció .",""" La gente ha vuelto a ganar "" , reconoció",gente,reconoció,9,Sing,Sing,Fin,3,0,0,7,train
"Con un Palau así somos un equipo más potente "" , explicó el técnico .","Con un Palau así somos un equipo más potente "" , explicó",técnico,explicó,11,Sing,Sing,Fin,3,0,0,2,train
"El técnico explicó que era más complicado mantener la ventaja , "" y hemos sido capaces de aguantar la presión "" .",El técnico explicó,técnico,explicó,2,Sing,Sing,Fin,3,0,0,1,train
"Su colega Pepu Hernández lamentó la floja primera parte del Estudiantes : "" Hemos fallado demasiadas cosas y a ellos les ha salido todo "" .",Su colega Pepu Hernández lamentó,colega,lamentó,4,Sing,Sing,Fin,3,0,0,3,train
Las noticias sobre el plan de paz en Yugoslavia permitieron a los mercados bursátiles europeos dar un giro de última hora y cerrar al alza .,Las noticias sobre el plan de paz en Yugoslavia permitieron,noticias,permitieron,9,Plur,Plur,Fin,3,2,2,8,train
"No obstante , en el mercado de divisas , el euro mantuvo su debilidad frente al dólar al cotizar a 1,0456 unidades .","No obstante , en el mercado de divisas , el euro mantuvo",euro,mantuvo,11,Sing,Sing,Fin,3,0,0,1,train
El mercado madrileño registró ayer el más bajo volumen de negociación de todo el año ( 69.715 millones de pesetas ) debido al cierre por festividad en Londres y Wall Street .,El mercado madrileño registró,mercado,registró,3,Sing,Sing,Fin,3,0,0,2,train
Una primera lectura del frenazo a la subida de los peajes hace presuponer que el beneficiado es el usuario de la vía de pago .,Una primera lectura del frenazo a la subida de los peajes hace,lectura,hace,11,Sing,Sing,Fin,3,3,1,9,train
Una lectura más detenida revela otras inquietudes .,Una lectura más detenida revela,lectura,revela,4,Sing,Sing,Fin,3,0,0,3,train
Las concesionarias que graciosamente mantienen y explotan estas vías - - el equivalente rodado del estanco o la administración de lotería de antaño - - jamás pierden .,Las concesionarias que graciosamente mantienen y explotan estas vías - - el equivalente rodado del estanco o la administración de lotería de antaño - - jamás pierden,concesionarias,pierden,26,Plur,Plur,Fin,3,5,4,25,train
Las voces contra la continuidad de Carles Rexach empiezan a subir de tono y a oírse oir se con más frecuencia .,Las voces contra la continuidad de Carles Rexach empiezan,voces,empiezan,8,Plur,Plur,Fin,3,1,1,7,train
"El día anterior , el directivo Gonçal Lloveras se reafirmó en su opinión de que Rexach debía haber sido destituido , observación que ya le había valido una reprimenda pública de Gaspart .","El día anterior , el directivo Gonçal Lloveras se reafirmó",directivo,reafirmó,9,Sing,Sing,Fin,3,0,0,4,train
""" Los jugadores del Barça salen al campo con poca seguridad .",""" Los jugadores del Barça salen",jugadores,salen,5,Plur,Plur,Fin,3,0,0,3,train
El ex vicepresidente afirmó que Rexach no sabe motivar a la plantilla .,El ex vicepresidente afirmó,vicepresidente,afirmó,3,Sing,Sing,Fin,3,0,0,1,train
"Tenemos que aceptar que nos hemos equivocado y que no hemos acertado , tampoco , con el entrenador "" , aseguró el ex vicepresidente .","Tenemos que aceptar que nos hemos equivocado y que no hemos acertado , tampoco , con el entrenador "" , aseguró",vicepresidente,aseguró,20,Sing,Sing,Fin,3,0,0,3,train
"En la confluencia de las calles de Giralt y de Colomines se instalará un pequeño museo arqueológico con los principales restos hallados en la excavación de Santa Caterina , donde hasta el siglo XIX hubo un gran convento con dos iglesias de estilo románico y gótico .",En la confluencia de las calles de Giralt y de Colomines se instalará,museo,instalará,12,Sing,Sing,Fin,3,0,0,3,train
"El acceso se hará desde la calle , a través de una escalera que descenderá hasta una cripta subterránea .",El acceso se hará,acceso,hará,3,Sing,Sing,Fin,3,0,0,2,train
Allí se verá el perfil de los cimientos de las dos iglesias .,Allí se verá,perfil,verá,2,Sing,Sing,Fin,3,0,0,2,train
Una base acristalada permitirá echar un vistazo a la cripta .,Una base acristalada permitirá,base,permitirá,3,Sing,Sing,Fin,3,0,0,2,train
"Toda la oposición reclama que presente su proyecto antes de enero , lo que Mas consideró "" imposible "" .",Toda la oposición reclama,oposición,reclama,3,Sing,Sing,Fin,3,0,0,1,train
"El consumo experimentará una ligera reducción , lo que permitirá bajar la inflación al 2,2% .",El consumo experimentará,consumo,experimentará,2,Sing,Sing,Fin,3,0,0,1,train
"Además , las exportaciones , que se ralentizaron , recuperarán mayor dinamismo industrial .","Además , las exportaciones , que se ralentizaron , recuperarán",exportaciones,recuperarán,9,Plur,Plur,Fin,3,0,0,6,train
"Las cuentas de la Generalitat llegarán a dos billones ( 12.020 millones de euros ) , frente a 1,8 billones ( 10.818 millones de euros ) este año .",Las cuentas de la Generalitat llegarán,cuentas,llegarán,5,Plur,Plur,Fin,3,0,0,4,train
"Ayudas familiares no se aplicará la deducción de 100.000 pesetas ( 601 euros ) en el IRPF para las familias con hijos de hasta tres años o minusválidos o ascendientes a cargo , recogida en el programa electoral de CiU , que Mas supeditó a obtener el pacto fiscal .",Ayudas familiares no se aplicará,deducción,aplicará,4,Sing,Sing,Fin,3,0,0,2,train
"Sí se ampliará la ayuda de 55.000 pesetas ( 330,6 euros ) para familias con ingresos inferiores a 2,4 millones brutos anuales e hijos con menos de tres años .",Sí se ampliará,ayuda,ampliará,2,Sing,Sing,Fin,3,0,0,2,train
Este apoyo empezó a aplicarse aplicar se en septiembre para niños de dos a tres años .,Este apoyo empezó,apoyo,empezó,2,Sing,Sing,Fin,3,0,0,1,train
"En el 2000 se incluirán las familias con hijos de uno a dos años y en el 2001 , el resto , hasta llegar a las 159.000 familias en esta situación .",En el 2000 se incluirán,familias,incluirán,4,Plur,Plur,Fin,3,0,0,2,train
"La Spice perdió la piedra ( que vale 13 millones de pesetas ) en Manchester , donde juega su marido .","La Spice perdió la piedra ( que vale 13 millones de pesetas ) en Manchester , donde juega",marido,juega,17,Sing,Sing,Fin,3,0,0,2,train
"Aparcar pasará de 100 a 150 pesetas la hora si prospera la iniciativa del equipo de gobierno , que también prevé incrementar la tasa de retirada del vehículo en un 20% , con lo que grúa costará 12.000 pesetas ( casi 2.000 más que en la actualidad ) .",Aparcar pasará de 100 a 150 pesetas la hora si prospera,iniciativa,prospera,10,Sing,Sing,Fin,3,0,0,2,train
"Aparcar pasará de 100 a 150 pesetas la hora si prospera la iniciativa del equipo de gobierno , que también prevé incrementar la tasa de retirada del vehículo en un 20% , con lo que grúa costará 12.000 pesetas ( casi 2.000 más que en la actualidad ) .","Aparcar pasará de 100 a 150 pesetas la hora si prospera la iniciativa del equipo de gobierno , que también prevé incrementar la tasa de retirada del vehículo en un 20% , con lo que grúa costará",grúa,costará,36,Sing,Sing,Fin,3,0,0,1,train
El consistorio justifica su decisión en la voluntad de equiparar las tarifas con las de otras ciudades .,El consistorio justifica,consistorio,justifica,2,Sing,Sing,Fin,3,0,0,1,train
"Teresa Rivero , presidenta del Rayo , y el director general , su hijo Álvaro Ruiz-Mateos , acusaron ayer al Gobierno de ser el promotor de la campaña de acoso arbitral que sufre el club madrileño con el objetivo de mandarlo mandar lo a Segunda División .","Teresa Rivero , presidenta del Rayo , y el director general , su hijo Álvaro Ruiz-Mateos , acusaron ayer al Gobierno de ser el promotor de la campaña de acoso arbitral que sufre",club,sufre,32,Sing,Sing,Fin,3,0,0,2,train
Los responsables de la entidad rayista anunciaron que la abandonarán si el descenso se consuma .,Los responsables de la entidad rayista anunciaron,responsables,anunciaron,6,Plur,Plur,Fin,3,1,1,5,train
Los responsables de la entidad rayista anunciaron que la abandonarán si el descenso se consuma .,Los responsables de la entidad rayista anunciaron que la abandonarán si el descenso se consuma,descenso,consuma,14,Sing,Sing,Fin,3,0,0,2,train
""" Todo esto parte del Gobierno .",""" Todo esto parte",esto,parte,3,Sing,Sing,Fin,3,0,0,1,train
"Los dirigentes del club madrileño facilitaron un vídeo con los errores arbitrales más graves , que , a su juicio , han privado al equipo de tener al menos 12 puntos más .",Los dirigentes del club madrileño facilitaron,dirigentes,facilitaron,5,Plur,Plur,Fin,3,1,1,4,train
"El ministro de Industria y Energía , Josep Piqué , afirmó ayer que el sector agroalimentario español está demasiado atomizado , por lo que es "" conveniente e inevitable "" que avance hacia una progresiva concentración , como estrategia para fortalecer su posición frente al sector de la distribución .","El ministro de Industria y Energía , Josep Piqué , afirmó",ministro,afirmó,10,Sing,Sing,Fin,3,0,0,9,train
"El ministro instó a los fabricantes a mejorar la calidad de los servicios que rodean a los productos , como "" casi la única alternativa "" para aumentar las ventas , en un mercado europeo más integrado y con perspectivas de crecimiento de la demanda interior cada vez menores .",El ministro instó,ministro,instó,2,Sing,Sing,Fin,3,0,0,1,train
"Entre 1987 y 1998 , la industria registró una tasa anual de crecimiento acumulado del 5,1% , frente al 12,3% del sector comercial .","Entre 1987 y 1998 , la industria registró",industria,registró,7,Sing,Sing,Fin,3,0,0,1,train
